Transaction Amount,Transaction Time,Transaction Type,Merchant Category,Merchant Location,Average Transaction Amount,Transaction Frequency,Time Since Last Transaction,Transaction Velocity,Historical Transaction Patterns,Device ID,Browser and OS,IP Address,Channel,Billing Address vs. Shipping Address,Distance from Last Transaction,Country,Region,Blacklisted Merchants or IPs,Real-time Threat Intelligence,Social Media or Public Data,Keystroke Dynamics,Mouse Movement,Touchscreen Gestures,Anomaly Scores,Categorical Aggregates,Temporal Aggregates,User Age,Account Tenure,Credit Score,Fraudulent
109.77,2024-02-27 10:11,In-store,Groceries,Joburg,22.9,20,16,High,Infrequent,DEV8452,"Edge, Win11",171.127.189.166,Web,Yes,12.6,South Africa,gauteng,Yes,Low,No,High,High,Moderate,0.75,High,Medium,68,1,618,0
113.83,2024-04-05 01:02,Online,Groceries,Port Elizabeth,125.07,26,16,Low,Frequent,DEV9217,"Edge, Win11",15.102.205.88,Mobile,No,8.3,South Africa,Kwazulu Natal,No,Medium,Yes,High,Moderate,High,0.91,Medium,Medium,34,9,752,0
34.19,2024-05-13 03:02,In-store,Electronics,Durban,55.45,27,12,Medium,Frequent,DEV7644,"Firefox, Win11",171.45.222.233,Mobile,Yes,22.8,South Africa,Kwazulu Natal,No,Low,No,Low,High,Low,0.03,Low,Low,43,9,671,0
171.55,2024-02-21 03:54,Online,Dining,Capewtown,250.88,29,24,Medium,Frequent,DEV5729,"Chrome, Win10",60.142.88.245,Mobile,No,18.4,South Africa,Western cape ,Yes,Low,No,High,Moderate,Low,0.04,High,Low,28,8,782,0
172.89,2024-02-24 19:23,Online,Electronics,Port Elizabeth,92.9,25,4,Medium,Frequent,DEV1003,"Chrome, Win10",192.200.31.214,Mobile,No,38.4,South Africa,Western cape ,Yes,Medium,No,Low,High,High,0.49,High,High,67,8,623,1
242.93,2024-01-12 03:56,In-store,Groceries,Capewtown,160.75,20,18,Low,Frequent,DEV9246,"Chrome, Win10",32.54.114.210,Web,No,39.8,South Africa,Kwazulu Natal,Yes,Medium,No,Moderate,Moderate,Low,0.37,High,High,34,1,752,0
83.36,2024-05-10 16:37,In-store,Travel,Pretoria,191.13,26,30,Low,Frequent,DEV6624,"Chrome, Win10",43.68.165.230,Web,Yes,49.8,South Africa,Eastern cape,Yes,Low,No,High,High,Low,0.72,High,Low,35,7,648,1
89.86,2024-03-11 13:00,In-store,Dining,Capewtown,293.14,28,22,Low,Frequent,DEV9957,"Chrome, Win10",82.67.175.64,Web,Yes,21.6,South Africa,Eastern cape,Yes,Medium,No,High,High,Moderate,0.0,Medium,Low,67,5,708,0
86.05,2024-03-24 13:26,In-store,Dining,Port Elizabeth,275.98,23,26,High,Frequent,DEV8280,"Chrome, Win10",179.54.104.128,Web,No,35.5,South Africa,gauteng,Yes,High,Yes,Low,Low,High,0.63,Low,Low,59,5,791,0
164.04,2024-07-29 08:07,In-store,Travel,Port Elizabeth,36.58,23,16,High,Frequent,DEV2689,"Safari, iOS",183.99.67.9,Mobile,No,21.6,South Africa,Western cape ,No,Low,Yes,Low,Moderate,High,0.34,Medium,High,37,1,768,0
179.4,2024-07-31 11:14,Online,Travel,Pretoria,138.49,5,18,High,Infrequent,DEV1938,"Safari, iOS",83.3.128.184,Mobile,Yes,8.3,South Africa,Eastern cape,Yes,Medium,Yes,Low,Moderate,Low,0.05,High,High,35,5,626,0
134.4,2024-06-04 18:22,Online,Electronics,Port Elizabeth,233.05,23,16,Low,Infrequent,DEV7370,"Edge, Win11",150.62.102.54,Web,No,41.8,South Africa,Kwazulu Natal,No,High,No,High,High,Low,0.07,High,High,27,8,795,0
234.54,2024-02-24 12:16,In-store,Electronics,Durban,215.62,10,12,High,Frequent,DEV9609,"Firefox, Win11",97.98.49.64,Mobile,No,21.1,South Africa,Western cape ,No,Medium,No,Low,High,Moderate,0.28,Low,Low,27,2,737,0
209.7,2024-05-21 07:55,In-store,Travel,Joburg,101.97,12,6,High,Infrequent,DEV9631,"Chrome, Win10",182.132.87.114,Mobile,No,5.1,South Africa,gauteng,Yes,High,No,High,High,Moderate,0.31,High,Low,46,3,669,0
258.88,2024-07-25 23:01,Online,Clothing,Joburg,276.53,10,24,High,Frequent,DEV1275,"Safari, iOS",2.115.224.176,Mobile,No,1.6,South Africa,Eastern cape,Yes,Low,Yes,High,High,High,0.52,Low,High,32,10,634,1
70.03,2024-05-05 11:45,Online,Dining,Pretoria,90.55,19,9,High,Infrequent,DEV7083,"Safari, iOS",133.135.82.121,Web,No,22.2,South Africa,Kwazulu Natal,No,Low,Yes,High,High,High,0.49,High,Medium,52,2,725,1
146.86,2024-07-24 08:47,Online,Clothing,Joburg,287.05,15,12,High,Infrequent,DEV5677,"Safari, iOS",168.48.118.44,Mobile,No,20.4,South Africa,gauteng,Yes,High,No,Low,High,High,0.02,High,Low,36,2,736,1
44.5,2024-03-14 12:28,Online,Dining,Durban,104.31,25,30,High,Infrequent,DEV4833,"Safari, iOS",106.5.222.200,Mobile,No,26.9,South Africa,gauteng,No,High,No,High,Moderate,Moderate,0.47,Low,Medium,27,8,640,1
26.19,2024-03-22 20:01,Online,Clothing,Joburg,294.47,19,23,High,Frequent,DEV7512,"Safari, iOS",170.34.131.192,Mobile,Yes,45.6,South Africa,Eastern cape,Yes,Low,Yes,High,Low,Moderate,0.63,High,High,36,5,668,1
173.11,2024-07-04 13:41,In-store,Dining,Pretoria,167.6,24,28,High,Frequent,DEV5119,"Edge, Win11",222.27.111.247,Mobile,Yes,41.7,South Africa,Kwazulu Natal,Yes,Medium,No,Low,Moderate,Moderate,0.5,Medium,Medium,60,1,714,0
109.83,2024-01-28 16:06,Online,Travel,Port Elizabeth,174.96,17,14,Low,Infrequent,DEV3759,"Safari, iOS",112.191.213.244,Web,No,14.1,South Africa,Eastern cape,Yes,Low,No,High,Moderate,High,0.0,High,High,67,1,687,0
162.64,2024-02-11 19:39,Online,Groceries,Durban,107.87,20,7,Medium,Infrequent,DEV5761,"Edge, Win11",100.245.157.212,Mobile,No,13.2,South Africa,gauteng,No,Low,No,Moderate,Moderate,Moderate,0.47,Medium,High,37,10,762,1
293.6,2024-01-17 00:36,In-store,Travel,Durban,128.62,28,27,High,Infrequent,DEV9921,"Safari, iOS",175.235.127.172,Mobile,Yes,0.1,South Africa,gauteng,Yes,High,No,Low,Moderate,Moderate,0.05,Low,Medium,52,2,730,0
21.41,2024-03-27 05:41,Online,Clothing,Pretoria,50.54,9,2,High,Frequent,DEV3919,"Chrome, Win10",212.121.6.79,Mobile,No,25.1,South Africa,Kwazulu Natal,No,Medium,Yes,High,High,High,0.87,Low,High,31,6,625,0
174.48,2024-01-12 18:08,In-store,Clothing,Joburg,126.44,16,13,Medium,Frequent,DEV4596,"Firefox, Win11",70.34.19.100,Mobile,No,34.8,South Africa,gauteng,No,Low,Yes,Low,High,High,0.14,Medium,High,67,8,662,0
298.89,2024-01-29 05:27,Online,Clothing,Pretoria,193.87,18,25,Low,Frequent,DEV3787,"Firefox, Win11",156.229.47.70,Mobile,Yes,35.4,South Africa,Eastern cape,No,High,Yes,Moderate,Moderate,Moderate,1.0,High,Medium,55,1,768,1
141.73,2024-02-28 09:19,In-store,Clothing,Port Elizabeth,33.59,10,4,Medium,Infrequent,DEV9902,"Chrome, Win10",140.61.157.246,Mobile,Yes,3.8,South Africa,Eastern cape,Yes,High,Yes,Low,Moderate,High,0.63,Medium,High,45,3,788,0
32.32,2024-03-31 00:16,Online,Clothing,Capewtown,79.65,1,6,Medium,Infrequent,DEV6260,"Edge, Win11",145.127.4.207,Web,Yes,48.0,South Africa,Eastern cape,No,Low,No,Low,Moderate,High,0.68,High,Medium,20,8,778,1
158.93,2024-04-17 22:33,Online,Clothing,Joburg,241.99,19,7,Low,Infrequent,DEV7200,"Chrome, Win10",169.155.201.101,Mobile,No,5.6,South Africa,gauteng,No,High,No,Moderate,High,Low,0.09,Low,Low,34,2,730,1
84.91,2024-07-16 13:54,In-store,Electronics,Port Elizabeth,35.86,18,1,Medium,Infrequent,DEV2378,"Safari, iOS",177.206.223.224,Mobile,No,33.8,South Africa,gauteng,Yes,Low,No,Low,Low,Moderate,0.71,High,Medium,33,5,664,1
151.91,2024-01-03 21:18,Online,Clothing,Port Elizabeth,281.68,14,19,Low,Frequent,DEV6583,"Safari, iOS",49.106.218.10,Web,No,23.2,South Africa,gauteng,Yes,Low,Yes,Moderate,High,High,0.37,Low,High,54,10,794,0
294.44,2024-04-24 23:16,In-store,Electronics,Joburg,176.77,8,3,Medium,Frequent,DEV2932,"Edge, Win11",192.254.25.202,Mobile,No,6.8,South Africa,Eastern cape,No,High,No,Low,Moderate,Moderate,0.83,Low,Medium,51,7,781,1
76.91,2024-07-18 02:33,In-store,Dining,Durban,164.02,5,24,Medium,Frequent,DEV4817,"Chrome, Win10",121.84.231.38,Mobile,Yes,4.2,South Africa,gauteng,Yes,Medium,No,High,Moderate,Low,0.94,Medium,High,31,8,721,1
298.27,2024-01-24 04:10,In-store,Electronics,Durban,155.41,2,30,High,Infrequent,DEV8298,"Firefox, Win11",90.128.240.83,Web,No,9.3,South Africa,gauteng,No,Low,Yes,Moderate,High,Moderate,0.83,High,High,58,5,640,0
118.1,2024-01-22 14:36,In-store,Dining,Capewtown,217.68,8,9,Medium,Infrequent,DEV5182,"Chrome, Win10",158.110.164.71,Web,Yes,8.8,South Africa,gauteng,Yes,High,No,Low,High,Moderate,0.68,Medium,High,60,10,756,1
233.91,2024-06-30 15:35,In-store,Groceries,Durban,26.63,3,26,Medium,Frequent,DEV7676,"Safari, iOS",140.227.252.26,Mobile,No,47.7,South Africa,gauteng,Yes,Medium,No,Low,High,Moderate,0.75,Medium,Medium,54,6,622,1
224.59,2024-02-16 20:52,In-store,Travel,Port Elizabeth,20.82,21,2,Low,Frequent,DEV1042,"Chrome, Win10",213.206.93.48,Mobile,Yes,29.6,South Africa,Eastern cape,Yes,High,No,Low,Moderate,High,0.52,High,Medium,35,2,791,1
75.44,2024-03-30 07:55,Online,Groceries,Pretoria,151.48,7,23,High,Infrequent,DEV7568,"Firefox, Win11",54.115.95.82,Mobile,No,1.8,South Africa,gauteng,No,Medium,Yes,Low,Low,High,0.11,Medium,High,48,10,759,0
28.66,2024-03-15 17:20,In-store,Groceries,Capewtown,203.56,23,23,High,Infrequent,DEV3594,"Firefox, Win11",49.23.202.91,Mobile,No,47.1,South Africa,Kwazulu Natal,No,High,No,Moderate,High,High,0.56,Medium,Low,46,9,724,1
198.34,2024-01-14 07:39,Online,Electronics,Pretoria,245.21,10,11,Medium,Frequent,DEV1171,"Chrome, Win10",76.26.225.216,Mobile,No,26.0,South Africa,Western cape ,Yes,High,No,Moderate,High,High,0.31,Medium,Low,37,1,633,1
228.33,2024-01-27 06:31,Online,Clothing,Durban,152.9,6,20,High,Infrequent,DEV5232,"Edge, Win11",167.178.40.206,Web,No,0.1,South Africa,Western cape ,No,High,No,High,Moderate,High,0.25,High,Low,66,3,678,0
292.88,2024-03-15 16:53,In-store,Dining,Joburg,258.63,20,22,Medium,Infrequent,DEV7764,"Edge, Win11",97.222.119.76,Mobile,No,45.4,South Africa,Kwazulu Natal,No,Low,No,Low,Moderate,Low,0.09,High,Medium,43,4,614,1
85.83,2024-03-20 03:14,In-store,Dining,Port Elizabeth,292.94,25,26,Medium,Frequent,DEV7974,"Edge, Win11",48.97.36.84,Web,Yes,18.5,South Africa,Kwazulu Natal,Yes,Medium,Yes,Moderate,Moderate,Low,0.41,High,High,47,8,692,1
210.17,2024-01-28 08:26,Online,Travel,Joburg,164.84,11,4,Low,Infrequent,DEV1666,"Edge, Win11",136.225.148.194,Web,No,11.8,South Africa,Western cape ,No,Low,Yes,Low,High,Low,0.14,High,High,18,6,723,0
124.41,2024-08-01 10:04,Online,Clothing,Durban,291.17,21,18,Low,Infrequent,DEV1340,"Chrome, Win10",177.212.57.159,Mobile,Yes,20.5,South Africa,Kwazulu Natal,No,High,No,High,Low,Moderate,0.12,High,Medium,20,6,700,0
85.6,2024-06-07 03:15,Online,Groceries,Joburg,39.4,8,20,High,Infrequent,DEV5346,"Safari, iOS",14.124.198.52,Mobile,Yes,10.0,South Africa,Eastern cape,No,Low,Yes,Moderate,Low,High,0.97,Medium,Low,18,7,685,1
51.18,2024-06-28 08:11,Online,Travel,Durban,289.51,6,20,Low,Frequent,DEV2624,"Edge, Win11",1.39.96.183,Web,No,45.4,South Africa,gauteng,No,Low,Yes,Moderate,High,High,0.44,Low,Low,31,8,672,1
200.16,2024-07-03 12:56,In-store,Dining,Joburg,36.48,28,18,Low,Frequent,DEV8779,"Chrome, Win10",6.148.56.29,Mobile,No,18.9,South Africa,Western cape ,Yes,Medium,No,High,Moderate,High,0.28,Medium,Low,20,5,768,0
180.49,2024-03-02 12:22,In-store,Dining,Durban,241.13,22,28,Medium,Infrequent,DEV8563,"Firefox, Win11",8.255.24.156,Web,No,13.2,South Africa,Western cape ,Yes,High,Yes,Low,Moderate,Low,0.83,Low,Medium,38,2,728,1
133.01,2024-03-28 02:59,In-store,Clothing,Pretoria,134.27,12,5,Low,Infrequent,DEV4054,"Edge, Win11",6.138.168.96,Mobile,No,6.9,South Africa,Kwazulu Natal,Yes,High,Yes,Moderate,High,Moderate,0.47,High,Medium,20,9,666,1
213.39,2024-04-11 08:41,Online,Travel,Joburg,136.09,4,18,Medium,Infrequent,DEV8484,"Chrome, Win10",105.131.116.163,Web,No,22.2,South Africa,Eastern cape,Yes,Medium,Yes,Moderate,Low,High,0.11,High,High,36,10,682,1
48.17,2024-05-22 00:15,In-store,Groceries,Pretoria,296.83,2,22,Medium,Frequent,DEV1494,"Edge, Win11",42.124.35.139,Web,No,12.7,South Africa,Western cape ,Yes,Low,No,Moderate,Moderate,Low,0.02,Low,Medium,50,7,701,0
259.34,2024-04-14 21:18,Online,Clothing,Durban,262.21,14,3,High,Infrequent,DEV7677,"Chrome, Win10",12.186.161.227,Web,No,30.8,South Africa,Kwazulu Natal,No,Low,No,Low,Moderate,Moderate,0.68,High,Medium,37,3,704,0
163.09,2024-07-30 17:18,Online,Clothing,Capewtown,98.41,29,3,Low,Frequent,DEV1945,"Edge, Win11",136.64.253.189,Web,No,39.6,South Africa,Kwazulu Natal,No,Low,No,Low,Low,Moderate,0.62,High,High,23,2,774,0
51.42,2024-05-23 23:05,Online,Dining,Pretoria,44.22,24,7,Low,Frequent,DEV8364,"Firefox, Win11",154.252.10.106,Web,No,6.5,South Africa,gauteng,No,High,No,Low,Low,Low,0.98,High,High,68,8,752,0
175.06,2024-03-16 06:12,Online,Electronics,Port Elizabeth,143.13,27,10,Medium,Frequent,DEV9170,"Edge, Win11",6.15.234.141,Mobile,Yes,5.3,South Africa,Kwazulu Natal,No,Medium,No,High,High,Low,0.2,High,Medium,19,1,626,0
93.03,2024-03-28 14:40,In-store,Clothing,Port Elizabeth,47.81,21,13,Low,Infrequent,DEV8270,"Chrome, Win10",151.68.224.239,Web,Yes,23.9,South Africa,gauteng,Yes,High,Yes,Low,High,Low,0.71,Low,Low,69,9,754,1
57.89,2024-02-05 23:33,Online,Clothing,Joburg,97.48,1,28,Medium,Infrequent,DEV1730,"Safari, iOS",100.44.239.45,Mobile,No,22.0,South Africa,Eastern cape,No,High,No,High,Low,Low,0.28,High,Medium,38,1,678,0
146.45,2024-02-18 12:46,Online,Groceries,Port Elizabeth,266.18,3,28,Medium,Infrequent,DEV1323,"Edge, Win11",187.191.77.59,Web,No,8.3,South Africa,Kwazulu Natal,Yes,High,No,High,High,Moderate,0.89,Medium,Medium,55,9,609,0
248.29,2024-05-14 17:23,Online,Groceries,Joburg,63.26,28,4,Low,Frequent,DEV5998,"Edge, Win11",57.90.138.102,Mobile,Yes,31.9,South Africa,gauteng,No,Medium,No,Low,Low,Low,0.93,Medium,High,65,5,665,1
82.09,2024-01-27 17:58,Online,Groceries,Joburg,77.58,20,21,Low,Frequent,DEV4559,"Safari, iOS",151.1.107.200,Web,Yes,2.4,South Africa,Kwazulu Natal,Yes,Medium,No,Low,Low,Moderate,0.35,High,Low,65,7,631,0
273.27,2024-04-29 19:37,Online,Travel,Durban,198.63,3,26,Medium,Infrequent,DEV7508,"Safari, iOS",198.211.49.48,Web,Yes,48.7,South Africa,gauteng,Yes,Medium,Yes,High,Moderate,High,0.36,Low,Medium,21,6,667,1
243.18,2024-06-12 10:51,Online,Dining,Joburg,76.13,27,25,High,Frequent,DEV6844,"Chrome, Win10",164.151.139.182,Web,Yes,15.8,South Africa,Eastern cape,No,High,No,Moderate,Low,Low,0.77,Low,Low,70,10,758,1
163.15,2024-01-03 01:25,Online,Electronics,Capewtown,222.32,11,18,Medium,Frequent,DEV5721,"Chrome, Win10",98.89.58.89,Web,No,8.6,South Africa,Western cape ,Yes,High,Yes,Low,Low,Low,0.11,High,Low,69,4,670,1
207.38,2024-07-05 06:05,In-store,Travel,Joburg,261.95,8,18,High,Frequent,DEV2655,"Safari, iOS",214.56.14.226,Mobile,Yes,0.5,South Africa,Eastern cape,No,High,No,Low,Low,Low,0.65,Low,High,56,4,742,0
92.95,2024-07-24 20:11,Online,Electronics,Pretoria,135.72,5,15,Medium,Infrequent,DEV4762,"Chrome, Win10",151.249.248.166,Mobile,No,19.8,South Africa,Kwazulu Natal,Yes,Low,No,Low,Low,Low,0.6,Medium,High,56,3,693,0
96.03,2024-01-19 11:19,Online,Electronics,Joburg,107.16,9,26,Medium,Frequent,DEV1995,"Safari, iOS",122.97.107.163,Web,No,40.2,South Africa,Western cape ,No,Medium,Yes,High,Low,Moderate,0.6,High,Medium,27,10,619,1
261.59,2024-05-04 07:35,In-store,Dining,Pretoria,214.04,28,8,High,Infrequent,DEV2412,"Chrome, Win10",110.249.115.37,Mobile,Yes,12.4,South Africa,Eastern cape,No,High,No,Moderate,High,Low,0.37,Low,Low,70,6,650,0
264.87,2024-05-22 09:13,Online,Electronics,Joburg,103.42,23,2,Low,Infrequent,DEV4914,"Safari, iOS",20.127.21.147,Web,Yes,39.5,South Africa,Kwazulu Natal,Yes,Low,No,Moderate,Moderate,Moderate,0.67,Medium,Medium,18,7,791,0
146.02,2024-07-25 02:42,Online,Dining,Durban,277.13,7,7,Medium,Frequent,DEV5170,"Safari, iOS",116.252.227.62,Web,No,8.3,South Africa,Eastern cape,Yes,Medium,No,High,High,High,0.54,Medium,Low,31,5,733,0
55.56,2024-04-14 18:35,Online,Travel,Port Elizabeth,114.47,29,28,High,Frequent,DEV4566,"Safari, iOS",3.183.54.18,Mobile,No,27.8,South Africa,Eastern cape,No,Low,No,High,Moderate,Low,0.71,High,Medium,27,8,739,0
204.2,2024-02-27 02:54,In-store,Travel,Durban,197.27,11,12,Low,Frequent,DEV3230,"Safari, iOS",151.119.126.86,Mobile,Yes,22.1,South Africa,Kwazulu Natal,No,High,Yes,High,Moderate,High,0.01,Medium,Low,23,10,608,1
220.88,2024-05-20 11:42,Online,Electronics,Capewtown,63.55,5,14,Low,Infrequent,DEV1305,"Safari, iOS",141.45.186.109,Web,Yes,33.3,South Africa,Eastern cape,Yes,Low,Yes,High,Moderate,Low,0.71,High,High,23,3,726,0
236.62,2024-04-29 10:17,Online,Travel,Pretoria,237.31,22,11,Medium,Infrequent,DEV7460,"Safari, iOS",34.83.238.172,Web,No,29.4,South Africa,Western cape ,Yes,High,No,Low,Low,Low,0.24,Medium,Low,45,5,721,1
135.36,2024-06-14 11:40,Online,Electronics,Capewtown,81.0,6,28,Medium,Frequent,DEV6796,"Firefox, Win11",220.175.117.170,Web,Yes,4.8,South Africa,Western cape ,Yes,Low,Yes,Moderate,Low,High,0.56,Medium,High,27,3,722,0
55.5,2024-02-08 20:56,Online,Groceries,Pretoria,89.69,6,4,High,Infrequent,DEV1468,"Safari, iOS",120.115.9.108,Mobile,Yes,25.0,South Africa,gauteng,Yes,High,Yes,Low,High,Moderate,0.83,High,Medium,44,1,742,0
120.33,2024-02-01 19:21,In-store,Travel,Pretoria,153.52,16,24,Medium,Infrequent,DEV4238,"Chrome, Win10",101.239.91.136,Web,No,25.8,South Africa,Western cape ,No,High,Yes,High,Moderate,Moderate,0.14,Low,High,52,6,780,0
210.24,2024-02-18 02:40,Online,Dining,Durban,182.1,20,10,Medium,Infrequent,DEV4338,"Edge, Win11",78.245.113.32,Web,Yes,12.7,South Africa,Eastern cape,No,Low,No,Low,Low,Low,0.37,Low,Low,57,6,786,1
193.15,2024-04-23 21:46,In-store,Dining,Capewtown,35.99,20,5,Medium,Infrequent,DEV3553,"Firefox, Win11",43.38.159.216,Web,No,21.8,South Africa,gauteng,Yes,Low,Yes,High,High,Moderate,0.76,High,High,38,5,758,0
98.6,2024-07-06 07:32,In-store,Dining,Durban,289.0,4,16,High,Frequent,DEV2194,"Firefox, Win11",210.253.203.96,Mobile,Yes,15.3,South Africa,Kwazulu Natal,No,Medium,No,Low,Moderate,Low,0.96,Medium,High,46,6,699,0
223.35,2024-01-11 09:06,Online,Groceries,Port Elizabeth,296.17,2,5,Medium,Infrequent,DEV8612,"Edge, Win11",204.152.123.210,Mobile,No,40.2,South Africa,Kwazulu Natal,Yes,Medium,No,Low,Moderate,High,0.34,Medium,Low,31,10,715,1
82.4,2024-06-16 03:10,Online,Clothing,Capewtown,145.89,17,24,Low,Infrequent,DEV8847,"Edge, Win11",61.155.209.217,Mobile,Yes,18.5,South Africa,Eastern cape,No,Low,No,High,High,Low,0.6,Low,Low,62,3,717,0
40.92,2024-05-29 18:59,Online,Travel,Joburg,68.49,15,1,Medium,Infrequent,DEV2036,"Edge, Win11",196.72.221.105,Web,No,26.1,South Africa,Eastern cape,No,High,Yes,Low,High,Low,0.46,High,Medium,67,4,754,0
139.99,2024-07-09 09:20,Online,Groceries,Capewtown,137.47,14,7,Low,Infrequent,DEV5652,"Chrome, Win10",206.244.96.21,Web,Yes,28.6,South Africa,Western cape ,No,High,No,Low,Low,Low,0.27,Low,Low,27,8,660,1
189.86,2024-05-29 09:06,In-store,Electronics,Capewtown,123.47,27,25,High,Infrequent,DEV5845,"Edge, Win11",142.234.42.30,Mobile,No,14.6,South Africa,gauteng,Yes,Low,Yes,Moderate,Low,Moderate,0.3,High,High,32,5,663,1
201.0,2024-03-09 16:34,Online,Groceries,Joburg,144.22,13,23,High,Frequent,DEV2980,"Firefox, Win11",219.27.223.251,Mobile,Yes,37.9,South Africa,Western cape ,Yes,Medium,Yes,Low,Low,High,0.86,Low,Low,53,1,733,1
291.31,2024-03-31 04:48,Online,Travel,Capewtown,124.55,13,14,Low,Frequent,DEV2417,"Chrome, Win10",174.135.71.135,Mobile,No,3.6,South Africa,Eastern cape,No,Medium,No,Moderate,High,Low,0.99,High,High,67,6,683,0
77.92,2024-06-28 21:29,Online,Dining,Port Elizabeth,274.92,14,9,High,Frequent,DEV6608,"Firefox, Win11",143.248.104.33,Web,Yes,31.7,South Africa,gauteng,Yes,Medium,Yes,Moderate,Moderate,Moderate,0.1,Low,Low,22,5,630,0
212.61,2024-07-22 03:28,In-store,Groceries,Joburg,241.39,28,1,High,Infrequent,DEV1291,"Chrome, Win10",20.174.133.37,Mobile,Yes,17.8,South Africa,Eastern cape,No,Low,No,Low,Moderate,High,0.48,High,Low,24,1,787,0
202.45,2024-01-20 05:33,In-store,Travel,Capewtown,191.48,20,28,High,Infrequent,DEV7946,"Firefox, Win11",49.67.26.222,Web,Yes,16.6,South Africa,Eastern cape,No,High,Yes,Moderate,Low,Moderate,0.39,Medium,High,22,5,718,0
30.54,2024-04-27 15:54,In-store,Electronics,Durban,72.64,11,2,Medium,Frequent,DEV4180,"Safari, iOS",152.180.135.122,Web,No,16.9,South Africa,Western cape ,Yes,Medium,No,Moderate,Moderate,High,0.66,Low,High,45,9,606,0
76.05,2024-04-01 10:52,In-store,Travel,Capewtown,78.32,3,7,Low,Infrequent,DEV7999,"Edge, Win11",14.246.164.99,Mobile,No,40.9,South Africa,Western cape ,Yes,Low,Yes,Low,High,Moderate,0.58,Medium,High,65,5,758,0
176.98,2024-08-01 02:08,In-store,Clothing,Joburg,151.89,19,17,High,Frequent,DEV7721,"Chrome, Win10",67.155.73.106,Mobile,Yes,44.4,South Africa,gauteng,Yes,Low,No,Moderate,Low,High,0.36,High,Low,46,6,615,0
39.99,2024-07-20 07:26,Online,Travel,Capewtown,26.59,11,12,High,Infrequent,DEV4665,"Firefox, Win11",144.47.206.134,Web,No,35.5,South Africa,Eastern cape,Yes,Low,No,Moderate,Low,High,0.86,Low,High,38,2,798,0
58.69,2024-01-03 07:29,In-store,Dining,Joburg,262.69,25,8,High,Frequent,DEV2592,"Safari, iOS",47.150.27.118,Web,No,37.8,South Africa,Eastern cape,Yes,High,Yes,Low,Moderate,High,0.56,Low,High,70,10,792,1
106.2,2024-07-03 11:05,In-store,Groceries,Capewtown,254.4,14,12,High,Infrequent,DEV7488,"Chrome, Win10",40.44.198.252,Mobile,No,26.6,South Africa,gauteng,Yes,Medium,Yes,Moderate,High,Low,0.42,High,High,49,4,602,1
118.35,2024-01-11 09:10,Online,Groceries,Durban,130.36,19,15,Medium,Frequent,DEV4296,"Edge, Win11",62.214.119.22,Mobile,Yes,22.4,South Africa,Eastern cape,Yes,Low,Yes,Low,High,Low,0.73,Medium,Low,27,7,731,0
41.32,2024-05-09 02:45,Online,Electronics,Pretoria,21.4,21,16,Low,Infrequent,DEV6769,"Firefox, Win11",146.54.115.129,Mobile,No,17.1,South Africa,Eastern cape,Yes,Medium,No,High,Moderate,High,0.94,High,High,36,6,612,1
80.58,2024-03-03 01:21,In-store,Dining,Durban,289.03,29,12,Low,Frequent,DEV9143,"Edge, Win11",192.239.231.178,Web,No,46.3,South Africa,Kwazulu Natal,No,High,Yes,Low,Low,Moderate,0.19,Low,Medium,48,9,709,0
56.28,2024-03-16 22:22,Online,Clothing,Port Elizabeth,206.23,13,22,Low,Frequent,DEV8164,"Firefox, Win11",22.17.203.115,Web,No,13.1,South Africa,Eastern cape,Yes,Low,Yes,Moderate,High,Moderate,0.35,Medium,Medium,30,9,658,0
256.48,2024-03-21 16:39,In-store,Travel,Joburg,145.67,3,12,High,Infrequent,DEV2985,"Safari, iOS",165.200.142.200,Web,Yes,24.8,South Africa,gauteng,Yes,Medium,No,High,Low,Moderate,0.94,High,Medium,44,6,709,0
92.45,2024-06-20 05:04,Online,Groceries,Durban,161.0,10,6,High,Frequent,DEV6671,"Chrome, Win10",83.31.68.158,Mobile,Yes,24.0,South Africa,Kwazulu Natal,Yes,High,Yes,Low,Low,Moderate,0.51,Low,Medium,54,6,791,0
211.22,2024-04-20 19:55,In-store,Dining,Port Elizabeth,146.43,5,6,High,Infrequent,DEV6475,"Firefox, Win11",79.142.8.184,Mobile,No,6.9,South Africa,Kwazulu Natal,No,Low,No,High,Moderate,Low,0.13,High,Medium,69,7,613,0
184.99,2024-05-07 19:36,In-store,Clothing,Joburg,36.8,25,4,High,Infrequent,DEV8840,"Chrome, Win10",9.125.84.212,Web,No,1.5,South Africa,Western cape ,No,High,Yes,High,Moderate,Moderate,0.58,Low,Medium,47,4,707,0
57.4,2024-03-08 03:23,Online,Groceries,Capewtown,139.77,10,13,Low,Infrequent,DEV4159,"Firefox, Win11",50.92.155.224,Mobile,No,38.2,South Africa,Kwazulu Natal,Yes,Medium,No,High,Moderate,High,0.25,High,Low,52,1,740,0
84.31,2024-02-09 02:47,Online,Travel,Port Elizabeth,205.96,7,12,Medium,Infrequent,DEV4050,"Firefox, Win11",120.249.124.220,Mobile,No,21.6,South Africa,Western cape ,Yes,High,Yes,Low,Moderate,High,0.39,High,Low,30,6,739,1
236.52,2024-06-21 11:57,Online,Electronics,Durban,261.26,27,26,Medium,Infrequent,DEV6037,"Firefox, Win11",104.95.77.255,Web,No,27.1,South Africa,Eastern cape,Yes,Low,No,High,Moderate,Moderate,0.59,High,Medium,63,3,640,0
